# u_lambda  v_lambda  Re(V)[Jy]  Im(V)[Jy]  weight
1.596042257863823761e+04 4.780808283932869381e+04 1.367812319519271999e-02 -1.268442261589475826e-03 6.265791796875000000e+04
-2.019346022310071930e+04 3.287760429630365979e+04 1.545139014943154067e-02 -1.151647080726310836e-03 5.558056445312500000e+04
1.933641343157868687e+04 1.547358178037229482e+04 1.678928028312775406e-02 -4.201091067227450066e-04 6.405485937500000000e+04
-7.495026382976702735e+03 4.126753607368665689e+04 1.466539551207804958e-02 -1.281972733158178194e-03 5.905580078125000000e+04
-3.668281757682457737e+03 9.613743645664033465e+03 1.918300881330850874e-02 -4.024980139332259323e-04 6.263422460937500000e+04
1.091198303280299479e+04 2.415120882889084169e+04 1.624158111450468150e-02 -7.431770119865061105e-04 6.525423828125000000e+04
6.334603377823129449e+03 4.043306037361096242e+04 1.456404473503168824e-02 -1.177714118011055633e-03 5.559286914062500000e+04
2.397447788108803798e+04 3.038863874864312311e+04 1.494033567446893807e-02 -8.073279518171893460e-04 6.077181054687500000e+04
-1.312079297263265289e+03 4.134148768703371024e+04 1.460465967456967343e-02 -1.247360544615470869e-03 5.909025390625000000e+04
-1.734125416953383683e+04 4.499395044424037042e+04 1.429976776873161451e-02 -1.409417228281913603e-03 6.315162304687500000e+04
9.821833230102616653e+03 6.695647786856471794e+04 1.238487511161263932e-02 -1.667700896954580530e-03 6.006437304687500000e+04
-1.269187529858922244e+04 4.244026710372239177e+04 1.455761925734079532e-02 -1.334262110343794336e-03 6.275849804687500000e+04
-4.294512876747206610e+04 6.939683352227369323e+04 1.225749060354863751e-02 -1.942201708944462984e-03 5.811983984375000000e+04
2.036547691252244840e+04 2.603186049827765601e+04 1.555079107993057042e-02 -7.205819386395254577e-04 5.973216601562500000e+04
-1.283090855710514916e+03 3.564040681788222719e+04 1.520297363480170409e-02 -1.119508574237529667e-03 5.895091796875000000e+04
-1.038909505158750289e+04 1.716882414971766411e+04 1.767593171741292310e-02 -6.860966458042269071e-04 5.555909960937500000e+04
-7.305555464680580371e+03 2.195675362766739272e+04 1.700219228879860586e-02 -8.089259326204407789e-04 6.318552929687500000e+04
2.299365094364495599e+04 2.173824361623307777e+04 1.584513124475310161e-02 -5.800581856212394570e-04 6.588559765625000000e+04
