# u_lambda  v_lambda  Re(V)[Jy]  Im(V)[Jy]  weight
1.107656777352283643e+04 -2.454723389534022863e+04 1.627783713300447882e-02 8.687740637393970072e-04 5.872587500000000000e+04
-8.312036979043539759e+03 -2.123466864484053076e+04 1.660859017920402955e-02 6.566970589839667225e-04 6.430158007812500000e+04
2.193200818164434168e+04 -1.552576038455113576e+03 1.847565878188114213e-02 2.071433185006332214e-04 6.478249414062500000e+04
-1.421633611672657571e+04 -1.647738118004234639e+04 1.713791054930212387e-02 4.765222821815885907e-04 5.746320312500000000e+04
2.531400431990611105e+04 -3.388578143911631923e+04 1.488488952618304689e-02 1.153000217797990092e-03 6.611665234375000000e+04
-1.516004455908001319e+03 -8.088743246371815076e+03 1.942305421721740935e-02 3.042465935113156019e-04 6.109333007812500000e+04
2.303393244924604005e+03 -3.974402779006511264e+04 1.449185608746563630e-02 1.170000646206164783e-03 6.472650781250000000e+04
1.688340311959312749e+04 -2.520854607904703880e+04 1.606830862398172730e-02 9.135212809541039865e-04 6.748931445312500000e+04
1.230815816307891146e+04 -8.925938629574297011e+03 1.897068750141793839e-02 4.258862046080319009e-04 5.749504101562500000e+04
2.994973500148846870e+04 -1.897195782598492588e+04 1.631337569155876660e-02 8.017519129985446746e-04 6.276741015625000000e+04
4.662792275389208953e+03 -8.016397826086219538e+03 1.945461196358078820e-02 3.463104642853870015e-04 6.110891992187500000e+04
-1.136647576806711004e+04 -4.362004095284431060e+03 1.934685057771898253e-02 8.806358105954559929e-05 6.524099804687500000e+04
1.580617638825975519e+04 1.759897469804962748e+04 1.684109113766377869e-02 -4.962899613271149358e-04 6.201333984375000000e+04
-6.712798533729063820e+03 -6.915366396668401649e+03 1.937699024300237535e-02 2.207315772700444540e-04 6.492404296875000000e+04
-3.696866940410024108e+04 2.004402513533559977e+04 1.576479847596204409e-02 -8.497390718633525799e-04 6.002835937500000000e+04
2.634430690911684360e+04 -2.332753995989216128e+04 1.599210441436704766e-02 9.047047034698297956e-04 6.175345898437500000e+04
4.692253002259201821e+03 -1.371718862336294114e+04 1.839818851362270968e-02 5.381779472642706386e-04 6.099315625000000000e+04
-4.418892021929645125e+03 -3.218859539154020604e+04 1.514069020733409265e-02 9.539931300532658847e-04 5.752635937500000000e+04
-1.327770845233532327e+03 -2.739943050317389498e+04 1.580188574069896559e-02 8.614474326084248798e-04 6.533809570312500000e+04
2.896588640435076013e+04 -2.762280456935679831e+04 1.540314300171325562e-02 1.019542348393604348e-03 6.809577929687500000e+04
-6.637757532579948020e+03 -2.787686895727329102e+04 1.563032789214605089e-02 8.363730115191099490e-04 6.539651757812500000e+04
4.851987306656963483e+04 -4.540667104608393856e+04 1.384087249242358167e-02 1.514385938704669587e-03 6.236148437500000000e+04
2.325655045267250534e+04 -2.942229269037136692e+04 1.537497542854447674e-02 1.040860835207097716e-03 6.655838281250000000e+04
1.698977251566105679e+03 2.316682570986802602e+04 1.646880989787999697e-02 -7.553883107752632289e-04 5.749020507812500000e+04
1.440165553398025077e+04 -4.006351529391299209e+03 1.928433684157638411e-02 2.575040781563475841e-04 5.846057812500000000e+04
3.663488824448464584e+04 -1.200284484477081787e+04 1.641312044719004173e-02 6.173989543691570667e-04 6.490651953125000000e+04
-2.090615723025759507e+04 -2.250885808004290448e+04 1.581730457323231656e-02 5.922343941402992504e-04 6.147962500000000000e+04
5.094034628563666956e+03 -2.240640716010230244e+04 1.667923387921126793e-02 7.814697625008017786e-04 6.378448632812500000e+04
-7.976388407241960522e+03 -3.065471438685030080e+04 1.525157002895781606e-02 8.937810120324737179e-04 6.736527929687500000e+04
-6.088452082932657504e+04 -5.001043391211141716e+04 1.341662271100515190e-02 1.046209909506170014e-03 6.231921875000000000e+04
-1.677991390814970873e+04 -1.604856077178562737e+04 1.703234794503478977e-02 4.427955578524796557e-04 5.729745117187500000e+04
-3.616808007990705664e+04 -1.273452782943397870e+04 1.588551178098841776e-02 1.936017034332958027e-04 6.275417968750000000e+04
-5.923799402570431994e+03 6.949143142602087210e+03 1.957685258338060993e-02 -3.156878165278078664e-04 6.319726171875000000e+04
-4.207346013605660846e+04 -7.981970027378411032e+03 1.575580962892264222e-02 7.480438310492197972e-06 5.605601562500000000e+04
-2.543394064982048803e+03 -2.539204706961053307e+04 1.608390542944049956e-02 8.046530805694343796e-04 6.433568554687500000e+04
-2.937349835936265299e+04 4.054595484661725777e+02 1.751828207472671400e-02 -2.042376555244041706e-04 5.965379492187500000e+04
-2.555288798565714751e+04 -3.124487971028455650e+04 1.472785298123441972e-02 7.847035430258273055e-04 6.309661132812500000e+04
-1.097265046831249492e+04 -1.670819869283487424e+04 1.730036060232423289e-02 5.097901699808909991e-04 6.587363867187500000e+04
-1.554812956098813083e+04 -4.265767450568833965e+02 1.919978297605630033e-02 -9.378991634948556882e-05 5.611545312500000000e+04
2.093006501960081096e+03 -1.047495702597419768e+04 1.904699124259184861e-02 4.149305829841092160e-04 6.113533398437500000e+04
-2.319384594720134919e+04 4.817636849358558493e+02 1.829953113921777702e-02 -1.743905323738498270e-04 5.963681250000000000e+04
-3.922288567620855611e+04 4.136518080915332575e+03 1.642837507031976937e-02 -3.742603564566515878e-04 6.356736914062500000e+04
-1.205197921658386804e+04 2.608958318020184743e+04 1.602700071618781349e-02 -9.109028245938142381e-04 6.036651562500000000e+04
-3.457023898183959682e+04 1.578833130568858678e+03 1.692194177899175589e-02 -2.695888775083044313e-04 6.339530664062500000e+04
-6.482499117628794920e+04 2.854257203616375045e+04 1.412858511587387032e-02 -1.149458402234982421e-03 5.846723437500000000e+04
-1.513339368627832528e+03 -1.483428957221097698e+04 1.810225680071328794e-02 5.286029382796557721e-04 6.023922265625000000e+04
-2.316439099751032336e+04 -5.219893700176840866e+03 1.794456965585979058e-02 3.439118439349864230e-05 5.957040039062500000e+04
-3.227482627919220613e+04 -2.368742340515146498e+04 1.512543356900946864e-02 5.385573706975011789e-04 5.624714257812500000e+04
-2.918512309888108575e+04 -1.890542480492389586e+04 1.577039419262472528e-02 4.281307759918665575e-04 6.375927734375000000e+04
1.109560884192308322e+03 -1.912341349092437304e+04 1.727356560308618630e-02 6.699146034055581279e-04 6.639450390625000000e+04
-3.449491412021563156e+04 -1.938194494154761924e+04 1.539795766259382734e-02 4.025386524110873671e-04 6.378274609375000000e+04
2.066220955865560973e+04 -3.691318755721626803e+04 1.468597378476800726e-02 1.201944120648811617e-03 6.070003125000000000e+04
-4.600866279167003995e+03 -2.092805429601127980e+04 1.679495571722212574e-02 6.767703384426337681e-04 6.488257617187500000e+04
-2.615745793684022283e+04 3.166540914794156561e+04 1.507495502113399485e-02 -1.104931653198254569e-03 5.609372070312500000e+04
-1.345490479549121665e+04 4.491852112858401597e+03 1.934539778913197186e-02 -2.703964248544273594e-04 5.707520898437500000e+04
8.778101434806276302e+03 -3.506224315412932810e+03 1.977793883439328548e-02 2.031846284024792205e-04 6.327055468750000000e+04
2.599742399243735781e+04 1.063719966606664400e+02 1.792652410328185106e-02 1.682459608077455115e-04 6.313888867187500000e+04
1.292790021571618854e+04 -8.143033052756374673e+03 1.903189392564741400e-02 4.017193592603846594e-04 6.718658593750000000e+04
-3.998228515824100032e+04 -2.749385081795666702e+04 1.453557268333001071e-02 5.872585615158707004e-04 6.217816992187500000e+04
4.125363574537931527e+03 6.462033071295368245e+03 1.958487171434859439e-02 -2.240025487932390978e-04 5.683135742187500000e+04
-1.526212234012727458e+04 9.775487035097688931e+03 1.863579905289598770e-02 -4.704746319802987362e-04 6.219827343750000000e+04
1.498314224218387244e+04 2.945709947262715650e+04 1.521175916388710012e-02 -8.153199520505382365e-04 6.270971875000000000e+04
-2.116940590334652006e+04 1.453178869774853592e+04 1.749872027233605534e-02 -6.470566705577828230e-04 5.562664062500000000e+04
1.835941274118372530e+04 -2.878190241713492014e+03 1.889978569619939555e-02 2.372203873426045873e-04 6.429476757812500000e+04
-8.469858847335448445e+03 2.291974508102319669e+04 1.657656881697383219e-02 -8.144733244730398194e-04 5.903873242187500000e+04
-4.647684770060118353e+03 -8.734394678886503243e+03 1.919330526705503512e-02 3.033100614548052691e-04 6.273877539062500000e+04
9.933277298516873998e+03 5.800944353142865111e+03 1.929945069877844407e-02 -1.537591693039177848e-04 6.526638085937500000e+04
5.357672444110711695e+03 2.208343343140350407e+04 1.656436966334685901e-02 -7.012909836994296684e-04 5.560659375000000000e+04
2.299749395445000846e+04 1.203629113504300039e+04 1.712787270377606752e-02 -2.680556376721973341e-04 6.093245117187500000e+04
-2.288445676351464044e+03 2.299293233107709966e+04 1.655922918680716519e-02 -7.781786863787531257e-04 5.911143750000000000e+04
-1.831729897176241502e+04 2.664782953026035102e+04 1.583335279793441144e-02 -9.544358131862093475e-04 6.329267968750000000e+04
8.850475941766791948e+03 4.860601268380774854e+04 1.388586126710554362e-02 -1.312150718883177804e-03 6.026149609375000000e+04
-1.366657952806387948e+04 2.409325983972476388e+04 1.630793753471887833e-02 -8.711289893843549188e-04 6.273904882812500000e+04
-4.391890681538457284e+04 5.105456698623440752e+04 1.368707332443142889e-02 -1.631068210993956522e-03 5.827414062500000000e+04
1.938952884183380957e+04 7.679921813890064186e+03 1.809820878430726601e-02 -1.492050985443644194e-04 5.978324414062500000e+04
-2.259616023187837527e+03 1.729185524833967793e+04 1.765727947214317320e-02 -6.273529990801544019e-04 5.891754492187500000e+04
-1.136856328415133430e+04 -1.178282200820058051e+03 1.959720911598947235e-02 -3.594496254877208561e-05 5.545580859375000000e+04
-8.281975128479833074e+03 3.608984517179673730e+03 1.980303752302736003e-02 -2.038964441314473723e-04 6.321261132812500000e+04
2.201502791632698063e+04 3.386158131832034542e+03 1.824664401318162876e-02 2.439276950580953254e-05 6.597993359375000000e+04
-1.359135230315206536e+04 3.131926725069938584e+03 1.940284640075628370e-02 -2.192484073170299433e-04 6.332943359375000000e+04
4.156474259026079380e+04 -1.439971655097806979e+04 1.585967254749289304e-02 7.018628343083280815e-04 6.060858203125000000e+04
1.630233488207480150e+04 1.585516330804486188e+03 1.906048168011854199e-02 5.411315989158970265e-05 6.451343554687500000e+04
-5.251446340105978379e+03 5.417627653791008197e+04 1.370458061240898556e-02 -1.521851295772892569e-03 5.563248437500000000e+04
7.450498580595388376e+03 2.700266742943009376e+04 1.573037237369481756e-02 -8.093374193266766057e-04 5.650916796875000000e+04
2.968249650832332190e+04 1.900509572529814250e+04 1.572796770482686943e-02 -4.272350051227254706e-04 6.291633593750000000e+04
-1.306868886318229124e+04 -8.250415683635628739e+03 1.866339052571040075e-02 2.187796792871476634e-04 6.920100390625000000e+04
-6.597717651027528336e+04 -2.761718484048230312e+04 1.384065602784069829e-02 4.296056108930061614e-04 6.402479492187500000e+04
-2.187304564358404241e+04 6.354295809542043571e+03 1.833952789823960206e-02 -3.818784540366297912e-04 5.878386132812500000e+04
-4.126095986500900472e+04 9.664778437049013519e+03 1.611278466045591370e-02 -5.580030657532177073e-04 6.437120312500000000e+04
-1.101795315882894101e+04 2.935465738406953096e+04 1.557838391224543317e-02 -9.818165350457433264e-04 6.484187695312500000e+04
-4.716912524176839361e+04 1.441535036343231150e+04 1.545487191374703834e-02 -7.164784657520919435e-04 5.751771679687500000e+04
-7.637706232158526291e+03 -2.987350844303356098e+03 1.978293945585397201e-02 6.274178011182919438e-05 6.612179296875000000e+04
-3.447067154457414290e+04 2.280500587990349595e+04 1.565368482423802957e-02 -9.162216768977940505e-04 6.117196679687500000e+04
-3.064415168008118781e+04 -8.843637125802773880e+03 1.674697324350474595e-02 1.075617815652564653e-04 6.477103320312500000e+04
-1.606488153106070786e+04 5.696073581865104643e+03 1.900985714067122273e-02 -3.299524249907505465e-04 6.756515820312500000e+04
-2.064266890404222431e+04 2.197662007710183752e+04 1.641998423081483457e-02 -8.496254671386622905e-04 5.755860742187500000e+04
-3.001398924135801280e+03 1.193123338373537626e+04 1.876495150647503052e-02 -4.699198944596859090e-04 6.279279492187500000e+04
-2.828909836948639349e+04 2.288328875077505654e+04 1.595514873226337726e-02 -8.998457061993174770e-04 6.117449609375000000e+04
-4.431847249781329447e+04 2.653496944711699689e+04 1.490812910590682584e-02 -1.038994357166119712e-03 6.527436328125000000e+04
-1.715348194894198605e+04 4.849184950847327855e+04 1.394970796445876501e-02 -1.450206246778548008e-03 6.202730273437500000e+04
-3.966755812778353720e+04 2.397735031005274504e+04 1.529417021231779458e-02 -9.607248283218848637e-04 6.500800585937500000e+04
-6.992343546389476978e+04 5.093604814657384122e+04 1.346054459914911364e-02 -1.732044536409297697e-03 6.005201367187500000e+04
-6.609042151754521001e+03 7.570542274598247786e+03 1.946631378880496130e-02 -3.430987271271273491e-04 6.181273046875000000e+04
-2.825937898974753625e+04 1.718140014811448054e+04 1.663353860390048150e-02 -7.472180770126018220e-04 6.107733593750000000e+04
-3.736603109458319523e+04 -1.287188422556863316e+03 1.653944078253398106e-02 -1.854835850443782986e-04 5.762685937500000000e+04
-3.428014206507177005e+04 3.494098625357918081e+03 1.696539921213791741e-02 -3.336521242264136439e-04 6.540850585937500000e+04
-3.982771839460164301e+03 3.283060064057322961e+03 2.001830138184393371e-02 -1.612489586013885466e-04 6.814734765625000000e+04
-3.958947584860498318e+04 3.016728582099871346e+03 1.639098906623749283e-02 -3.387994191607026544e-04 6.545508789062500000e+04
1.556920115271301074e+04 -1.450399680734560388e+04 1.787497156587027070e-02 6.229654712996744812e-04 6.237258398437500000e+04
-9.695470492298687532e+03 1.476357117059657412e+03 1.978676598045626955e-02 -1.294185290604021638e-04 6.660522656250000000e+04
-3.125593953958551720e+04 5.406637633987980371e+04 1.366447946923050015e-02 -1.647298525152663274e-03 5.754795312500000000e+04
-1.855052936726264306e+04 2.689525079542469030e+04 1.579486346555857013e-02 -9.613472950668506016e-04 5.853218554687500000e+04
3.682800445646426851e+03 1.890118416007052292e+04 1.720824156633748298e-02 -6.292097389419442407e-04 6.495147070312500000e+04
-5.291014732016775088e+04 -1.936077146044649271e+04 1.449544998584632871e-02 2.797234358192818185e-04 6.821768554687500000e+04
-8.803553441619040314e+03 1.460456947417740776e+04 1.814837087432497748e-02 -5.907741059644917034e-04 6.230377734375000000e+04
-2.819124654071989426e+04 1.791577023123651088e+04 1.655169425672574010e-02 -7.675529954420184323e-04 6.817939062500000000e+04
2.052990119484317347e+03 3.760274787889436993e+04 1.463697644170959024e-02 -1.094793452287210660e-03 6.875106250000000000e+04
-3.409990606600811589e+04 2.266904958716847250e+04 1.568587336459798323e-02 -9.116595383617017833e-04 6.098700976562500000e+04
5.430638525198633943e+03 5.264154624268637235e+03 1.968224844265412457e-02 -1.683399646323785210e-04 7.055166406250000000e+04
-2.140123252108234738e+04 3.105832005172525169e+04 1.523547934225549967e-02 -1.071159795072720248e-03 6.470762695312500000e+04
-1.757528889625951342e+04 -5.929958408578501121e+02 1.896011106322306392e-02 -1.004815185407001541e-04 6.880051562500000000e+04
-2.995173486732823676e+03 1.394512327008723696e+04 1.835550165816647941e-02 -5.338166999994083724e-04 7.153977343750000000e+04
-7.572435287540297395e+03 3.022650740073196721e+04 1.547705988589353175e-02 -9.828344515015745471e-04 6.095328906250000000e+04
1.006809708478660286e+04 2.018089726120252453e+04 1.671745195021161201e-02 -6.147644021491727520e-04 6.683967773437500000e+04
-1.521897783145853464e+04 3.113432540635975238e+04 1.532014907832558032e-02 -1.044323036521866473e-03 6.479893359375000000e+04
-3.124826454415136322e+04 3.478698004144160222e+04 1.469597356474381354e-02 -1.197497924491734960e-03 6.941975000000000000e+04
-4.083355601484074668e+03 5.674565062896272866e+04 1.361144736914607356e-02 -1.576607174384448340e-03 6.611825195312500000e+04
-2.659808354731546569e+04 3.223107763711796724e+04 1.501146988618623154e-02 -1.119857448994820417e-03 6.876194140625000000e+04
-5.685231516575305432e+04 5.918994197490315128e+04 1.338100938078007167e-02 -1.881588775278565098e-03 6.392305078125000000e+04
6.459726277062171903e+03 1.582223411498081077e+04 1.771345362308590632e-02 -5.200005456536760601e-04 6.554621093750000000e+04
-1.518975126187111891e+04 2.543278559983311789e+04 1.607318824777757144e-02 -9.109675792146055802e-04 6.456662500000000000e+04
-2.429657510857487068e+04 6.962986580141711784e+03 1.802483647857337432e-02 -4.134765774384213752e-04 6.074896679687500000e+04
-2.121159170364524834e+04 1.174748317892812520e+04 1.787334360328932809e-02 -5.612635725199470287e-04 6.929449609375000000e+04
9.086742162532278599e+03 1.153169295156633416e+04 1.841123362813354425e-02 -3.640906190232180662e-04 7.235071875000000000e+04
-2.652083237674480915e+04 1.127003937425589720e+04 1.743185313700271882e-02 -5.648955048956811904e-04 6.943575781250000000e+04
2.863716537428028460e+04 -6.254069419780083081e+03 1.756089522710541431e-02 4.060103600534775898e-04 6.650255468750000000e+04
3.373183848693340678e+03 9.727803505661760937e+03 1.906953379947005575e-02 -3.483343892559026328e-04 7.074813671875000000e+04
-1.818455283816985684e+04 6.231747004067353555e+04 1.344569832731031152e-02 -1.781061467484469120e-03 6.098851953125000000e+04
-5.480223358841496520e+03 3.514554715601645148e+04 1.491361129116537503e-02 -1.083293929848580875e-03 6.193666992187500000e+04
1.675254048684076042e+04 2.715054336051039718e+04 1.541931772379095608e-02 -7.448306292262016695e-04 6.899560156250000000e+04
4.410556436574821419e+04 3.396071494643020560e+04 1.408486077612522598e-02 -7.306304030713500763e-04 5.764759375000000000e+04
2.471772389310570361e+04 3.726609385990068404e+04 1.431570068974994531e-02 -9.406648716408042574e-04 6.308214648437500000e+04
5.496100246844018693e+04 5.695476357773381460e+04 1.333639225491134103e-02 -1.256459326758354884e-03 6.361344335937500000e+04
1.880734490385354002e+04 4.202734258001622220e+04 1.412675507032779346e-02 -1.094825057498659921e-03 5.643161718750000000e+04
5.833894824201336451e+04 2.463189423854471534e+04 1.410673433974219716e-02 -3.931472383750869715e-04 6.530341992187500000e+04
3.150506851077930696e+04 5.042114378853174276e+04 1.364108351797477074e-02 -1.224035880838442386e-03 5.986666015625000000e+04
3.533514581935715250e+04 1.876083547379941228e+04 1.540435290584249786e-02 -3.787227334955107594e-04 6.366649218750000000e+04
4.991438076705389540e+04 3.329901629173041147e+04 1.398908876895306984e-02 -6.769738865670315783e-04 6.618981250000000000e+04
4.533539860340178711e+04 4.958153739609391050e+04 1.354722948348571591e-02 -1.122941253451719378e-03 5.639552734375000000e+04
6.297608408379557659e+04 3.954314146904803056e+04 1.360202878988476215e-02 -7.632740144456935400e-04 6.185929296875000000e+04
3.768859226968742587e+04 5.049036871015893121e+04 1.358780078549351976e-02 -1.189891480519937638e-03 5.995434765625000000e+04
2.165869812339997225e+04 5.413980645829432615e+04 1.359682403620873260e-02 -1.372271758851610884e-03 6.424352929687500000e+04
4.881941962835408776e+04 7.611761615060898475e+04 1.310224170274380123e-02 -1.774766447914854833e-03 6.119738085937500000e+04
2.630800695800314497e+04 5.159299667811422114e+04 1.364522813998690111e-02 -1.283151507543741797e-03 6.361761718750000000e+04
-3.947825421792400448e+03 7.853857818571344251e+04 1.312566970969566808e-02 -2.104385738133225398e-03 5.915976171875000000e+04
5.936717859266685991e+04 3.519103320519756380e+04 1.375733638602456149e-02 -6.699587379413749020e-04 6.065088867187500000e+04
3.771769062153562845e+04 4.479059078731877526e+04 1.376294644102197748e-02 -1.046696200231830853e-03 5.973425781250000000e+04
2.861379802953914259e+04 2.631217553116304407e+04 1.504807918974870873e-02 -6.355096745771901447e-04 5.619295898437500000e+04
3.169609925189792193e+04 3.111051727214443963e+04 1.455853456280981756e-02 -7.386388659371368945e-04 6.411620117187500000e+04
6.199638105636327964e+04 3.088940435051234090e+04 1.382985457718063395e-02 -5.404948486542331294e-04 6.694958203125000000e+04
2.638716894929459522e+04 3.063052258693487966e+04 1.475301345183727131e-02 -7.632593909294704002e-04 6.425115234375000000e+04
8.154693873704066209e+04 1.311790180958011842e+04 1.380356118234294695e-02 5.243293950082966753e-05 6.155283398437500000e+04
5.628142024764882808e+04 2.909428124246946754e+04 1.400290120312378678e-02 -5.263589601605671471e-04 6.546956054687500000e+04
3.472014602103221114e+04 8.167228374888894905e+04 1.305947685636323595e-02 -1.986860642431083172e-03 5.643040625000000000e+04
4.742688856312957068e+04 5.450302946330001578e+04 1.342330002437403316e-02 -1.235732728258480233e-03 5.730318554687500000e+04
6.965975410977526917e+04 4.651456933075681445e+04 1.340990097914919986e-02 -9.074892805804621147e-04 6.384809375000000000e+04
-1.938796246499859262e+04 3.311967668091800078e+03 1.876946421509118404e-02 -2.590453355809898195e-04 5.786818750000000000e+04
1.085631809278970104e+04 2.299651925332361134e+04 1.621534430430979570e-02 -6.832838882155300129e-04 5.830852734375000000e+04
-2.529493724028150609e+04 8.067055298872800449e+03 1.783677640993327346e-02 -4.552603005473995507e-04 5.172155664062500000e+04
1.423527806503168358e+04 -9.339701973066117716e+03 1.877477183448608006e-02 4.504418325571775969e-04 5.955784570312500000e+04
-1.259556188056010615e+04 1.645596565358514999e+04 1.766989489536261934e-02 -6.656590024955550636e-04 5.497262890625000000e+04
-8.772400548241988872e+03 -1.519714643197127589e+04 1.771744399291220670e-02 4.827479952834720710e-04 5.827201562500000000e+04
5.807782675588472557e+03 -6.603214879868994558e+02 2.004204273254961075e-02 6.951789141845987261e-05 6.073458593750000000e+04
1.231442783043888085e+03 1.562163619301564177e+04 1.794519270031999861e-02 -5.542485161790390970e-04 5.174157421875000000e+04
1.887222015680031836e+04 5.575702467910566156e+03 1.841411985297315007e-02 -7.761254910068025046e-05 5.652358789062500000e+04
-6.414641844679213136e+03 1.653027558203498120e+04 1.780936500783830007e-02 -6.328750010561822424e-04 5.499569140625000000e+04
-2.244384212910810311e+04 2.018383490830774463e+04 1.659725733095897965e-02 -8.100356924479896461e-04 5.874416210937500000e+04
4.724051347655193240e+03 4.214328290231902065e+04 1.427189205916055796e-02 -1.184099451468149629e-03 5.585489648437500000e+04
-1.779238367583141007e+04 1.762902777467213309e+04 1.722984910515238874e-02 -7.227933178193049479e-04 5.841911132812500000e+04
-4.804690376087850018e+04 4.458835621740446368e+04 1.387768524897004842e-02 -1.492917763188540215e-03 5.405689257812500000e+04
1.526492094415885003e+04 1.218435888494602978e+03 1.919723334222345895e-02 6.128176594790290686e-05 5.558421679687500000e+04
-6.385373054653498002e+03 1.082907844877315074e+04 1.893465353547684610e-02 -4.559609008213774987e-04 5.487810351562500000e+04
-1.549396574488134866e+04 -7.641328153673137422e+03 1.851807253663723812e-02 1.778690031669895527e-04 5.174026367187500000e+04
-1.240666269495902088e+04 -2.854824446219230595e+03 1.939009621818108681e-02 2.220138437744734449e-05 5.880333984375000000e+04
1.788987083467158664e+04 -3.074222503412119295e+03 1.894918795812672307e-02 2.420061890173754143e-04 6.130149414062500000e+04
-1.771617105951891426e+04 -3.332212907283304503e+03 1.877146868321879700e-02 2.668015225323155114e-06 5.886588281250000000e+04
3.744140154945847462e+04 -2.085928525399866339e+04 1.566685413168836943e-02 8.728957693598318615e-04 5.617012304687500000e+04
1.217787602863699794e+04 -4.876108766221223959e+03 1.942972339620497799e-02 2.773890789723396913e-04 5.992150195312500000e+04
-9.379247546247461287e+03 4.771347274071590073e+04 1.399687838127525695e-02 -1.392442664704237861e-03 5.174233203125000000e+04
3.324167932500387906e+03 2.054089553145515674e+04 1.690439931238674892e-02 -6.760143773429745304e-04 5.260565820312500000e+04
2.555697782125394224e+04 1.254505283377890009e+04 1.682152116862025218e-02 -2.645296375627640318e-04 5.843465820312500000e+04
3.024461163925666187e+04 1.968182126327059814e+04 1.562118988641679994e-02 -4.423078787977717139e-04 6.383685156250000000e+04
-5.906328176789061217e+03 4.758664202501277941e+03 1.983185465775486045e-02 -2.325298941332615266e-04 5.662501367187500000e+04
3.362323046422088373e+04 -1.264896042853592189e+04 1.663997056429547192e-02 6.289969540860960908e-04 6.516424218750000000e+04
6.793412556237688477e+03 1.314778149986938661e+04 1.823529141892195685e-02 -4.351910241744061034e-04 6.019776171875000000e+04
1.061505585005113608e+04 -1.850897648044550442e+04 1.734687364919953664e-02 7.123224362326318736e-04 6.378579492187500000e+04
2.519549169026420350e+04 -3.973764485444587535e+03 1.804909065122580619e-02 3.117749407141198422e-04 6.650223046875000000e+04
2.061977859104653180e+04 1.230910179092849467e+04 1.731078246954220745e-02 -2.955928296551680917e-04 5.665415429687500000e+04
3.826030658076008694e+04 2.263889681304076021e+03 1.640845137068144138e-02 1.572875203665971837e-04 6.185904492187500000e+04
1.297393539953573963e+04 1.321897404175857628e+04 1.781321672017196003e-02 -3.869940905442053681e-04 6.021517382812500000e+04
-3.055174851870191560e+03 1.687310423987304966e+04 1.774897685178845885e-02 -6.209059187870703432e-04 6.429477148437500000e+04
2.411387759655299669e+04 3.883661282691268570e+04 1.423081004073215722e-02 -9.833018439582357721e-04 6.111809765625000000e+04
1.596618624253484541e+03 1.432110519104355626e+04 1.820714890052795368e-02 -5.123508027933591997e-04 6.397241601562500000e+04
-2.865738343480547701e+04 4.127890446840078221e+04 1.428264394782215521e-02 -1.337439914579422124e-03 5.915966210937500000e+04
3.465330204571270588e+04 -2.090563897585826453e+03 1.691853967382511703e-02 2.874221678516839006e-04 6.085297070312500000e+04
1.300298444685125105e+04 7.518397114094840617e+03 1.878140985746697481e-02 -1.930420503256524852e-04 6.009905468750000000e+04
3.893610479508096887e+03 -1.095416191736599103e+04 1.895175446591643512e-02 4.436848337295529144e-04 5.667807812500000000e+04
6.981610626395303370e+03 -6.162887770077954883e+03 1.963648755773706595e-02 2.933480860974379601e-04 6.438398437500000000e+04
3.727755315635168517e+04 -6.387647608198387388e+03 1.659825293697360024e-02 4.411857571656598942e-04 6.710477929687500000e+04
1.672038648499479905e+03 -6.640635675519700271e+03 1.969127757843659732e-02 2.744287340931359518e-04 6.444406640625000000e+04
5.682900882775924401e+04 -2.416954253687417076e+04 1.453650287367079519e-02 1.011267107689409195e-03 6.146103320312500000e+04
3.156600581813232566e+04 -8.185613902215060079e+03 1.713975417307744137e-02 4.812604602174586619e-04 6.559067382812500000e+04
1.001016833808101546e+04 4.440199519037270511e+04 1.408965502454443547e-02 -1.205566104464782023e-03 5.665064062500000000e+04
2.271275845414025025e+04 1.722904492802756067e+04 1.641993842357237013e-02 -4.297848778686795003e-04 5.760435156250000000e+04
4.494524276192226534e+04 9.233147849482069432e+03 1.546111208290531017e-02 -2.974469422251532172e-05 6.396358984375000000e+04
-3.614916728312006308e+04 -1.492793810528004178e+04 1.569351143411296459e-02 2.604224986266636213e-04 5.705898437500000000e+04
3.380553425989009156e+03 -3.233966652627583608e+04 1.520687468666650534e-02 1.006762422791009038e-03 6.572692578125000000e+04
-2.344876192103491849e+04 -6.540954979893755080e+03 1.777511042342497238e-02 7.929575476930153478e-05 6.063732812500000000e+04
-1.962982168409206497e+04 -3.819248282309541537e+04 1.434835337543991646e-02 9.966669421990060999e-04 6.429243945312500000e+04
-5.049327484003105383e+03 -2.365680549222130139e+04 1.630530003018233060e-02 7.437338382176967525e-04 6.699774414062500000e+04
-9.624191866122117062e+03 -7.374740155893505289e+03 1.909827766600388776e-02 2.146229914959394205e-04 5.707770312500000000e+04
8.016946932371373805e+03 -1.742350741341607863e+04 1.760908740139451728e-02 6.677774950137865123e-04 6.237038671875000000e+04
-1.726968650217924369e+04 -6.465756073202208427e+03 1.848847143333560289e-02 1.218694859314562010e-04 6.066802929687500000e+04
-3.329867980611009261e+04 -2.810236389675813825e+03 1.691993507483159284e-02 -1.126523981902109115e-04 6.481778906250000000e+04
-6.126008286949478133e+03 1.914315270228456211e+04 1.729102590333401329e-02 -7.033525657462120009e-04 6.163650000000000000e+04
-2.864547910772554678e+04 -5.367298799765412696e+03 1.728253014459041337e-02 3.257936838911275083e-06 6.443883984375000000e+04
